time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1940-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1940-01-01T07:37,1940-01-01T16:21,31469.59,NaN,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN,NaN
1940-01-02,3,-5.6,-13.8,-8.8,-9.9,-18.4,-13.2,1940-01-02T07:37,1940-01-02T16:22,31523.31,27268.41,0.00,0.00,0.00,0.0,8.4,20.5,48,6.56,0.52
1940-01-03,2,-4.7,-17.2,-11.3,-9.5,-22.0,-16.0,1940-01-03T07:37,1940-01-03T16:23,31581.44,27334.64,0.00,0.00,0.00,0.0,9.7,25.2,226,6.15,0.46
1940-01-04,71,-2.9,-10.7,-6.6,-6.5,-14.9,-10.5,1940-01-04T07:37,1940-01-04T16:24,31643.87,4821.56,0.60,0.00,0.42,6.0,7.3,16.6,353,2.92,0.29
1940-01-05,3,-0.0,-3.6,-1.9,-4.5,-7.3,-6.0,1940-01-05T07:37,1940-01-05T16:25,31710.54,24000.50,0.00,0.00,0.00,0.0,8.7,21.2,13,4.92,0.64
1940-01-06,1,0.5,-2.6,-1.1,-3.3,-6.4,-5.0,1940-01-06T07:36,1940-01-06T16:26,31781.36,26103.36,0.00,0.00,0.00,0.0,8.2,15.1,14,5.61,0.65
1940-01-07,0,-0.3,-3.7,-1.6,-3.7,-7.8,-5.1,1940-01-07T07:36,1940-01-07T16:27,31856.23,27646.87,0.00,0.00,0.00,0.0,6.8,12.2,45,6.71,0.58
1940-01-08,1,-1.3,-4.3,-2.7,-4.7,-8.4,-6.5,1940-01-08T07:36,1940-01-08T16:28,31935.09,27736.20,0.00,0.00,0.00,0.0,7.5,14.8,28,6.56,0.56
1940-01-09,71,-0.7,-4.6,-2.4,-6.4,-8.7,-7.3,1940-01-09T07:36,1940-01-09T16:29,32017.98,25355.22,0.60,0.00,0.42,4.0,18.0,36.4,45,5.92,0.83
1940-01-10,71,-2.7,-9.5,-5.5,-8.2,-16.0,-11.9,1940-01-10T07:35,1940-01-10T16:30,32105.84,7259.87,0.80,0.00,0.56,7.0,23.6,50.4,48,3.27,0.96
1940-01-11,71,-9.1,-13.1,-10.7,-15.6,-20.0,-17.4,1940-01-11T07:35,1940-01-11T16:32,32198.68,19752.94,0.20,0.00,0.14,2.0,22.6,50.4,57,5.08,0.94
1940-01-12,71,-5.8,-10.8,-8.7,-11.2,-16.6,-14.2,1940-01-12T07:35,1940-01-12T16:33,32296.27,27294.26,0.10,0.00,0.07,1.0,16.0,33.5,44,5.72,0.77
1940-01-13,1,-6.8,-14.3,-10.7,-10.6,-19.1,-15.1,1940-01-13T07:34,1940-01-13T16:34,32398.40,28238.85,0.00,0.00,0.00,0.0,7.6,13.7,300,7.10,0.49
1940-01-14,0,-1.0,-14.5,-7.8,-4.7,-18.9,-11.9,1940-01-14T07:34,1940-01-14T16:35,32504.86,28276.52,0.00,0.00,0.00,0.0,6.1,15.5,233,7.27,0.58
1940-01-15,1,-0.1,-12.3,-6.2,-3.8,-16.4,-10.1,1940-01-15T07:33,1940-01-15T16:36,32615.45,28316.88,0.00,0.00,0.00,0.0,4.8,11.9,329,7.28,0.59
1940-01-16,2,-1.7,-10.2,-6.2,-5.7,-14.4,-10.3,1940-01-16T07:32,1940-01-16T16:38,32729.95,18939.53,0.00,0.00,0.00,0.0,7.1,12.6,10,5.30,0.51
1940-01-17,73,-3.0,-6.1,-4.3,-7.3,-10.4,-8.4,1940-01-17T07:32,1940-01-17T16:39,32848.16,0.00,5.10,0.00,3.57,19.0,13.6,29.5,29,1.97,0.26
1940-01-18,73,-5.2,-12.5,-10.5,-10.3,-18.5,-16.3,1940-01-18T07:31,1940-01-18T16:40,32969.87,0.00,6.10,0.00,4.27,15.0,17.1,47.9,42,2.40,0.44
1940-01-19,73,-9.7,-18.1,-12.6,-15.3,-23.1,-17.7,1940-01-19T07:30,1940-01-19T16:42,33094.89,25200.00,3.80,0.00,2.66,9.0,15.0,32.8,50,6.75,0.43
1940-01-20,3,-12.4,-20.1,-16.5,-16.9,-24.8,-21.3,1940-01-20T07:30,1940-01-20T16:43,33223.02,28670.49,0.00,0.00,0.00,0.0,9.2,15.1,139,8.05,0.35
1940-01-21,71,-11.8,-21.5,-15.8,-16.1,-26.5,-20.3,1940-01-21T07:29,1940-01-21T16:45,33354.05,24137.06,0.60,0.00,0.42,6.0,7.0,13.0,296,5.72,0.29
1940-01-22,73,-10.5,-21.7,-15.8,-14.6,-26.1,-20.1,1940-01-22T07:28,1940-01-22T16:46,33487.82,17531.03,2.00,0.00,1.40,11.0,6.6,13.7,8,5.00,0.26
1940-01-23,75,-6.3,-10.5,-8.3,-10.0,-15.0,-12.1,1940-01-23T07:27,1940-01-23T16:47,33624.11,0.00,16.70,0.00,11.69,24.0,7.2,28.1,3,1.95,0.21
1940-01-24,73,-4.4,-8.0,-6.1,-8.9,-11.7,-10.5,1940-01-24T07:26,1940-01-24T16:49,33762.75,97.90,2.80,0.00,1.96,21.0,14.6,26.3,34,3.33,0.35
1940-01-25,71,-0.9,-6.0,-4.2,-4.4,-10.5,-8.3,1940-01-25T07:25,1940-01-25T16:50,33903.55,289.32,2.00,0.00,1.40,15.0,11.5,26.3,23,2.20,0.26
1940-01-26,3,0.8,-5.7,-2.2,-2.6,-9.8,-5.8,1940-01-26T07:24,1940-01-26T16:52,34046.34,29219.82,0.00,0.00,0.00,0.0,7.8,15.8,31,7.57,0.61
1940-01-27,3,-1.9,-11.6,-6.5,-5.4,-15.4,-10.3,1940-01-27T07:23,1940-01-27T16:53,34190.94,28909.29,0.00,0.00,0.00,0.0,7.7,11.9,31,8.07,0.58
1940-01-28,71,-2.1,-10.6,-6.8,-5.0,-14.7,-10.6,1940-01-28T07:22,1940-01-28T16:54,34337.19,4598.34,0.60,0.00,0.42,5.0,6.4,14.0,19,4.72,0.38
1940-01-29,2,-3.7,-12.8,-7.8,-7.4,-16.8,-11.7,1940-01-29T07:21,1940-01-29T16:56,34485.15,29008.70,0.00,0.00,0.00,0.0,6.0,12.2,309,7.98,0.52
1940-01-30,3,-6.5,-19.2,-12.0,-10.4,-23.5,-16.1,1940-01-30T07:20,1940-01-30T16:57,34636.33,29743.25,0.00,0.00,0.00,0.0,6.4,14.0,32,8.99,0.50
1940-01-31,71,-6.0,-11.3,-8.6,-10.1,-15.6,-12.7,1940-01-31T07:19,1940-01-31T16:59,34790.86,11244.96,1.70,0.00,1.19,12.0,5.8,13.3,47,4.94,0.34
1940-02-01,73,-3.4,-11.6,-7.3,-6.8,-15.5,-11.1,1940-02-01T07:18,1940-02-01T17:00,34948.49,3221.40,3.90,0.20,2.59,12.0,5.4,10.1,39,4.12,0.31
1940-02-02,73,-0.1,-3.3,-2.3,-3.2,-6.6,-5.6,1940-02-02T07:17,1940-02-02T17:02,35109.00,28528.65,3.20,0.50,1.89,8.0,6.5,12.2,32,7.32,0.60
1940-02-03,61,-0.6,-3.0,-1.7,-3.6,-6.4,-5.1,1940-02-03T07:15,1940-02-03T17:03,35272.17,0.00,9.70,9.70,0.00,15.0,7.1,15.1,13,0.99,0.22
1940-02-04,51,-0.0,-2.2,-0.9,-2.8,-5.6,-3.9,1940-02-04T07:14,1940-02-04T17:05,35437.79,2436.26,0.30,0.30,0.00,3.0,5.5,11.9,65,3.68,0.39
1940-02-05,3,2.1,-2.7,0.3,-0.2,-5.7,-2.3,1940-02-05T07:13,1940-02-05T17:06,35605.64,9039.72,0.00,0.00,0.00,0.0,4.0,8.6,38,4.77,0.51
1940-02-06,53,2.9,-0.9,1.2,0.7,-3.6,-1.3,1940-02-06T07:11,1940-02-06T17:08,35775.53,15048.54,1.30,1.30,0.00,4.0,4.4,7.9,38,4.70,0.49
1940-02-07,53,5.0,0.5,2.0,2.7,-2.0,-0.5,1940-02-07T07:10,1940-02-07T17:09,35947.25,30840.43,4.30,4.30,0.00,8.0,8.2,10.4,192,7.94,0.82
1940-02-08,51,1.8,-5.7,-1.1,-0.8,-9.4,-4.2,1940-02-08T07:09,1940-02-08T17:11,36120.59,6039.13,0.30,0.30,0.00,3.0,6.1,9.7,234,6.29,0.59
1940-02-09,51,6.6,1.2,3.1,4.3,-1.8,0.7,1940-02-09T07:07,1940-02-09T17:12,36295.38,27859.43,2.50,2.50,0.00,11.0,6.4,10.1,165,7.99,0.86
1940-02-10,73,2.9,-8.1,-0.1,0.8,-12.5,-3.6,1940-02-10T07:06,1940-02-10T17:14,36471.43,0.00,3.80,1.50,1.61,16.0,18.1,33.8,36,3.38,0.39
1940-02-11,3,-8.0,-13.0,-10.5,-13.2,-17.5,-15.1,1940-02-11T07:04,1940-02-11T17:15,36648.55,32721.49,0.00,0.00,0.00,0.0,10.7,18.7,109,11.36,0.60
1940-02-12,73,-6.1,-15.3,-10.1,-10.2,-19.2,-14.3,1940-02-12T07:03,1940-02-12T17:17,36826.55,2999.00,3.40,0.00,2.38,11.0,7.9,16.2,34,4.14,0.31
1940-02-13,73,-8.0,-13.5,-9.9,-12.2,-18.3,-15.4,1940-02-13T07:01,1940-02-13T17:18,37005.28,357.95,7.50,0.00,5.25,24.0,18.7,37.8,28,5.31,0.47
1940-02-14,71,-11.5,-20.2,-14.3,-16.1,-25.3,-18.9,1940-02-14T07:00,1940-02-14T17:20,37184.54,31793.84,0.30,0.00,0.21,3.0,7.6,12.2,87,11.33,0.58
1940-02-15,1,-10.1,-28.9,-18.9,-14.8,-33.7,-23.6,1940-02-15T06:58,1940-02-15T17:21,37364.18,33696.46,0.00,0.00,0.00,0.0,8.8,17.6,237,12.32,0.57
1940-02-16,3,-3.8,-22.8,-12.8,-8.1,-27.9,-17.6,1940-02-16T06:57,1940-02-16T17:22,37544.03,32012.30,0.00,0.00,0.00,0.0,11.0,24.5,239,11.62,0.72
1940-02-17,2,-6.5,-14.3,-9.8,-10.5,-18.9,-14.2,1940-02-17T06:55,1940-02-17T17:24,37723.93,34025.81,0.00,0.00,0.00,0.0,11.2,15.5,47,12.12,0.73
1940-02-18,3,-6.4,-15.3,-11.1,-10.7,-20.2,-15.6,1940-02-18T06:54,1940-02-18T17:25,37903.95,34270.12,0.00,0.00,0.00,0.0,8.4,13.0,24,11.39,0.62
1940-02-19,71,-3.4,-19.3,-9.7,-7.5,-24.1,-13.8,1940-02-19T06:52,1940-02-19T17:27,38085.69,23376.77,0.30,0.10,0.14,3.0,7.2,19.1,228,10.35,0.71
1940-02-20,71,-1.8,-11.7,-5.5,-6.7,-16.6,-10.1,1940-02-20T06:50,1940-02-20T17:28,38269.29,21534.56,0.40,0.00,0.28,4.0,14.5,30.2,46,8.17,0.77
1940-02-21,1,-2.8,-19.2,-10.1,-7.5,-24.5,-14.8,1940-02-21T06:49,1940-02-21T17:30,38454.60,34812.00,0.00,0.00,0.00,0.0,11.9,23.4,6,13.29,0.88
1940-02-22,1,-3.2,-20.1,-9.5,-6.7,-25.0,-13.6,1940-02-22T06:47,1940-02-22T17:31,38641.43,34917.58,0.00,0.00,0.00,0.0,7.8,10.8,244,13.37,0.95
1940-02-23,0,0.5,-13.7,-5.3,-3.2,-17.7,-9.0,1940-02-23T06:45,1940-02-23T17:33,38829.64,35024.52,0.00,0.00,0.00,0.0,6.4,10.8,69,13.36,1.05
1940-02-24,2,5.2,-12.5,-2.1,1.7,-16.9,-5.9,1940-02-24T06:44,1940-02-24T17:34,39019.05,33504.91,0.00,0.00,0.00,0.0,10.5,20.9,250,12.10,1.21
1940-02-25,1,7.1,-4.5,0.7,4.1,-8.3,-2.8,1940-02-25T06:42,1940-02-25T17:35,39209.52,35241.90,0.00,0.00,0.00,0.0,10.1,17.3,14,12.93,1.33
1940-02-26,3,3.6,-5.0,-0.9,1.0,-8.7,-4.3,1940-02-26T06:40,1940-02-26T17:37,39400.88,32104.62,0.00,0.00,0.00,0.0,8.4,14.4,40,10.93,1.00
1940-02-27,3,1.0,-10.8,-4.0,-2.0,-14.6,-7.3,1940-02-27T06:38,1940-02-27T17:38,39592.98,17674.96,0.00,0.00,0.00,0.0,7.2,11.5,55,8.60,0.74
1940-02-28,3,4.7,-12.2,-2.4,1.8,-16.3,-5.8,1940-02-28T06:37,1940-02-28T17:40,39785.68,34968.50,0.00,0.00,0.00,0.0,9.2,14.0,151,12.73,1.22
1940-02-29,3,8.7,-8.2,0.9,6.3,-12.2,-2.1,1940-02-29T06:35,1940-02-29T17:41,39978.84,30775.34,0.00,0.00,0.00,0.0,7.4,11.2,271,13.03,1.47
1940-03-01,71,6.6,-4.2,0.6,3.1,-8.2,-3.4,1940-03-01T06:33,1940-03-01T17:42,40172.29,29800.48,0.40,0.00,0.28,4.0,15.1,34.2,25,11.66,1.24
1940-03-02,71,-1.4,-7.0,-3.6,-6.8,-11.5,-8.6,1940-03-02T06:31,1940-03-02T17:44,40365.91,36180.34,0.10,0.00,0.07,1.0,21.3,45.4,54,13.19,1.17
1940-03-03,0,0.1,-8.0,-3.5,-3.7,-12.4,-7.6,1940-03-03T06:29,1940-03-03T17:45,40559.54,36362.16,0.00,0.00,0.00,0.0,8.9,17.3,224,15.11,1.35
1940-03-04,1,8.0,-7.0,1.0,3.6,-11.7,-3.2,1940-03-04T06:27,1940-03-04T17:47,40753.06,36464.98,0.00,0.00,0.00,0.0,13.4,24.8,243,14.13,1.71
1940-03-05,53,8.2,-1.0,3.1,4.9,-5.6,-0.4,1940-03-05T06:26,1940-03-05T17:48,40946.32,25200.00,1.10,1.10,0.00,3.0,18.7,31.7,252,9.23,1.23
1940-03-06,51,4.1,-2.2,0.2,0.5,-6.7,-4.3,1940-03-06T06:24,1940-03-06T17:49,41139.19,36384.98,0.30,0.30,0.00,3.0,20.8,45.4,54,13.95,1.56
1940-03-07,71,-0.6,-4.0,-2.1,-4.3,-10.6,-7.5,1940-03-07T06:22,1940-03-07T17:51,41331.53,26268.72,0.70,0.00,0.49,7.0,29.2,59.4,34,10.11,1.28
1940-03-08,73,2.1,-3.1,-0.6,-2.1,-7.9,-4.5,1940-03-08T06:20,1940-03-08T17:52,41523.21,34433.83,1.90,0.20,1.19,14.0,12.3,27.4,10,11.59,1.23
1940-03-09,3,0.5,-5.0,-2.2,-3.2,-9.5,-6.3,1940-03-09T06:18,1940-03-09T17:54,41714.31,31621.91,0.00,0.00,0.00,0.0,11.8,20.9,214,12.06,1.27
1940-03-10,2,6.7,-4.9,0.4,2.5,-9.4,-3.9,1940-03-10T06:16,1940-03-10T17:55,41906.27,29782.84,0.00,0.00,0.00,0.0,14.9,34.6,241,10.02,1.37
1940-03-11,3,8.4,-2.3,2.6,4.0,-6.0,-1.2,1940-03-11T06:15,1940-03-11T17:56,42099.28,37265.65,0.00,0.00,0.00,0.0,14.8,33.8,237,13.64,1.64
1940-03-12,3,10.7,1.2,5.2,5.5,-2.5,0.9,1940-03-12T06:13,1940-03-12T17:58,42293.21,37797.68,0.00,0.00,0.00,0.0,24.5,53.3,226,13.66,1.92
1940-03-13,51,12.8,3.8,8.2,8.5,-0.2,4.2,1940-03-13T06:11,1940-03-13T17:59,42487.93,32642.40,0.10,0.10,0.00,1.0,26.8,57.6,224,11.69,1.91
1940-03-14,53,15.2,7.6,10.8,11.8,5.0,7.9,1940-03-14T06:09,1940-03-14T18:00,42683.31,27741.21,1.40,1.40,0.00,4.0,23.2,46.8,231,10.12,1.70
1940-03-15,63,8.5,0.4,6.0,5.3,-4.0,1.9,1940-03-15T06:07,1940-03-15T18:02,42879.23,34711.32,10.50,10.50,0.00,9.0,21.3,45.4,5,11.69,1.95
1940-03-16,0,7.1,-1.6,1.8,4.3,-5.7,-1.8,1940-03-16T06:05,1940-03-16T18:03,43075.58,39412.51,0.00,0.00,0.00,0.0,8.1,18.4,151,17.60,2.08
1940-03-17,3,10.8,-2.2,4.0,8.1,-6.0,0.8,1940-03-17T06:03,1940-03-17T18:04,43272.22,39656.50,0.00,0.00,0.00,0.0,9.9,18.4,176,15.75,2.09
1940-03-18,3,3.3,-0.9,1.4,-1.0,-4.7,-3.0,1940-03-18T06:01,1940-03-18T18:06,43469.04,22047.72,0.00,0.00,0.00,0.0,17.1,36.0,68,12.03,1.59
1940-03-19,3,9.9,-1.5,2.8,7.1,-5.1,-0.4,1940-03-19T05:59,1940-03-19T18:07,43665.91,37061.11,0.00,0.00,0.00,0.0,8.3,17.3,116,14.46,1.72
1940-03-20,3,11.1,-2.1,4.3,9.2,-5.3,1.8,1940-03-20T05:57,1940-03-20T18:08,43862.70,37390.53,0.00,0.00,0.00,0.0,6.9,16.2,94,15.86,1.99
1940-03-21,3,10.7,-0.5,5.3,8.8,-3.2,3.0,1940-03-21T05:55,1940-03-21T18:10,44059.31,35575.97,0.00,0.00,0.00,0.0,5.8,13.7,93,14.17,1.81
1940-03-22,3,13.1,0.7,6.7,11.7,-2.0,4.5,1940-03-22T05:53,1940-03-22T18:11,44255.61,37091.64,0.00,0.00,0.00,0.0,8.9,17.6,166,15.76,2.18
1940-03-23,3,14.3,2.1,7.4,10.4,-0.8,4.5,1940-03-23T05:51,1940-03-23T18:12,44451.46,37795.22,0.00,0.00,0.00,0.0,15.9,36.7,240,15.49,2.18
1940-03-24,51,16.1,5.5,10.1,15.0,2.9,8.5,1940-03-24T05:50,1940-03-24T18:14,44646.76,40123.00,0.80,0.80,0.00,5.0,8.9,24.8,232,15.44,2.25
1940-03-25,2,16.4,4.1,9.5,13.2,1.6,6.9,1940-03-25T05:48,1940-03-25T18:15,44841.38,40986.64,0.00,0.00,0.00,0.0,18.4,40.0,234,16.64,2.55
1940-03-26,2,19.3,6.3,11.5,17.3,4.4,10.0,1940-03-26T05:46,1940-03-26T18:16,45035.18,35569.96,0.00,0.00,0.00,0.0,13.2,24.5,227,15.09,2.37
1940-03-27,1,18.9,6.3,12.9,15.8,4.1,10.2,1940-03-27T05:44,1940-03-27T18:18,45228.04,41777.11,0.00,0.00,0.00,0.0,24.5,55.8,227,17.55,3.08
1940-03-28,55,12.3,2.7,7.2,10.5,-1.2,4.1,1940-03-28T05:42,1940-03-28T18:19,45419.83,18366.64,5.50,5.50,0.00,16.0,20.2,47.9,37,7.79,1.17
1940-03-29,53,6.5,2.1,4.2,1.4,-2.0,-0.2,1940-03-29T05:40,1940-03-29T18:20,45610.63,12153.85,2.10,2.10,0.00,9.0,19.6,36.0,18,9.73,1.70
1940-03-30,2,7.5,-0.9,3.5,3.5,-4.7,-0.2,1940-03-30T05:38,1940-03-30T18:22,45801.79,33097.69,0.00,0.00,0.00,0.0,12.6,29.2,35,16.00,2.09
1940-03-31,3,9.7,-0.4,5.1,5.1,-3.5,1.6,1940-03-31T05:36,1940-03-31T18:23,45993.48,30657.61,0.00,0.00,0.00,0.0,14.5,29.5,46,13.24,2.02
1940-04-01,2,9.8,-0.6,4.5,6.0,-4.2,0.7,1940-04-01T05:34,1940-04-01T18:24,46185.58,42723.33,0.00,0.00,0.00,0.0,14.1,35.3,74,21.34,2.73
1940-04-02,0,11.6,-0.7,4.6,9.4,-4.2,1.3,1940-04-02T05:33,1940-04-02T18:26,46377.98,42912.46,0.00,0.00,0.00,0.0,8.5,26.3,111,21.67,2.79
1940-04-03,2,18.5,-0.2,8.6,16.7,-3.5,5.9,1940-04-03T05:31,1940-04-03T18:27,46570.56,41264.52,0.00,0.00,0.00,0.0,13.7,24.5,227,19.24,3.02
1940-04-04,53,16.2,6.3,10.1,13.9,3.5,7.9,1940-04-04T05:29,1940-04-04T18:28,46763.21,39236.69,3.30,3.30,0.00,9.0,13.5,31.3,244,14.90,2.23
1940-04-05,61,15.3,6.1,9.8,14.9,3.9,8.1,1940-04-05T05:27,1940-04-05T18:29,46955.80,20982.04,7.40,7.40,0.00,12.0,10.6,28.8,242,11.02,1.69
1940-04-06,73,7.8,2.1,5.7,4.0,-4.1,0.8,1940-04-06T05:25,1940-04-06T18:31,47148.21,0.00,10.40,9.20,0.84,19.0,30.4,64.4,17,4.73,0.81
1940-04-07,73,6.5,2.4,4.5,2.6,-3.6,-0.8,1940-04-07T05:23,1940-04-07T18:32,47340.33,2143.48,2.20,1.40,0.56,12.0,27.1,58.7,27,7.10,1.63
1940-04-08,3,7.4,2.8,5.2,3.8,-0.6,1.7,1940-04-08T05:21,1940-04-08T18:33,47532.03,11829.93,0.00,0.00,0.00,0.0,12.0,28.4,47,10.94,1.58
1940-04-09,51,10.5,2.5,6.3,7.5,-0.1,3.6,1940-04-09T05:19,1940-04-09T18:35,47723.18,40653.50,0.20,0.20,0.00,2.0,7.7,20.2,77,15.62,2.08
1940-04-10,51,10.6,4.4,7.3,8.5,0.3,4.4,1940-04-10T05:17,1940-04-10T18:36,47913.66,43200.00,0.10,0.10,0.00,1.0,12.1,32.0,56,18.20,2.46
1940-04-11,3,11.1,1.8,6.3,5.8,-2.0,2.1,1940-04-11T05:16,1940-04-11T18:37,48103.32,25482.08,0.00,0.00,0.00,0.0,20.9,47.9,36,14.24,2.38
1940-04-12,3,8.3,1.0,5.2,3.0,-2.8,0.6,1940-04-12T05:14,1940-04-12T18:39,48292.06,43139.75,0.00,0.00,0.00,0.0,25.7,57.2,22,15.93,2.39
1940-04-13,2,11.9,0.4,6.0,9.2,-2.5,2.9,1940-04-13T05:12,1940-04-13T18:40,48479.71,43560.24,0.00,0.00,0.00,0.0,10.9,23.8,175,21.51,2.79
1940-04-14,2,11.3,2.9,7.2,8.2,-0.2,4.0,1940-04-14T05:10,1940-04-14T18:41,48666.14,43571.23,0.00,0.00,0.00,0.0,13.9,28.8,33,22.56,2.98
1940-04-15,1,15.1,3.4,9.1,13.4,0.3,6.4,1940-04-15T05:08,1940-04-15T18:43,48851.23,43783.55,0.00,0.00,0.00,0.0,11.3,23.4,221,22.05,3.32
1940-04-16,1,18.1,3.3,11.0,14.5,-0.1,7.4,1940-04-16T05:07,1940-04-16T18:44,49034.80,44031.61,0.00,0.00,0.00,0.0,25.5,57.6,220,22.64,3.84
1940-04-17,51,20.4,7.6,13.4,18.1,4.7,11.0,1940-04-17T05:05,1940-04-17T18:45,49216.73,42777.82,0.10,0.10,0.00,1.0,19.1,39.6,222,19.35,3.50
1940-04-18,3,22.2,6.4,14.0,21.7,4.2,12.5,1940-04-18T05:03,1940-04-18T18:46,49397.05,39293.72,0.00,0.00,0.00,0.0,14.5,31.3,230,20.93,3.69
1940-04-19,3,21.1,8.5,14.2,20.8,6.7,13.0,1940-04-19T05:01,1940-04-19T18:48,49577.08,30720.14,0.00,0.00,0.00,0.0,10.1,24.1,35,16.00,2.95
1940-04-20,61,21.1,8.8,15.1,21.1,6.6,14.3,1940-04-20T05:00,1940-04-20T18:49,49756.96,37707.73,3.00,3.00,0.00,5.0,9.2,23.0,35,18.12,3.14
1940-04-21,55,20.7,11.1,15.5,21.4,10.6,15.6,1940-04-21T04:58,1940-04-21T18:50,49936.59,39945.70,2.00,2.00,0.00,5.0,8.2,23.4,347,18.11,3.04
1940-04-22,51,21.7,10.8,16.5,23.3,10.4,17.1,1940-04-22T04:56,1940-04-22T18:52,50115.82,41919.52,0.30,0.30,0.00,3.0,8.7,19.4,173,20.36,3.41
1940-04-23,1,23.7,12.7,18.1,25.0,11.3,18.5,1940-04-23T04:55,1940-04-23T18:53,50294.52,45145.96,0.00,0.00,0.00,0.0,9.7,23.4,134,22.27,4.01
1940-04-24,1,26.8,10.7,18.7,28.1,9.3,18.1,1940-04-24T04:53,1940-04-24T18:54,50472.57,46000.32,0.00,0.00,0.00,0.0,19.3,33.8,204,23.55,4.82
1940-04-25,3,23.3,13.8,18.3,22.4,12.3,17.4,1940-04-25T04:51,1940-04-25T18:56,50649.81,45451.24,0.00,0.00,0.00,0.0,15.9,32.8,235,21.61,4.16
1940-04-26,2,21.2,11.4,16.1,21.9,10.6,15.9,1940-04-26T04:50,1940-04-26T18:57,50826.12,39534.30,0.00,0.00,0.00,0.0,10.9,24.1,248,18.04,3.14
1940-04-27,51,19.7,10.7,15.0,20.2,9.9,14.7,1940-04-27T04:48,1940-04-27T18:58,51001.36,37007.78,1.50,1.50,0.00,7.0,8.4,24.5,234,19.54,3.26
1940-04-28,61,21.5,10.3,15.0,20.8,9.0,14.5,1940-04-28T04:47,1940-04-28T19:00,51175.37,37087.01,6.10,6.10,0.00,8.0,11.2,28.1,271,17.70,2.99
1940-04-29,63,13.7,11.3,12.8,13.5,10.2,12.2,1940-04-29T04:45,1940-04-29T19:01,51348.00,0.00,23.00,23.00,0.00,22.0,9.7,26.6,349,2.35,0.63
1940-04-30,51,18.1,11.5,14.1,17.7,10.6,13.3,1940-04-30T04:43,1940-04-30T19:02,51519.09,24186.84,0.10,0.10,0.00,1.0,9.5,17.6,71,12.10,2.15
1940-05-01,61,17.9,10.8,13.7,17.5,10.0,12.8,1940-05-01T04:42,1940-05-01T19:03,51688.50,39165.84,5.10,5.10,0.00,13.0,14.0,24.5,98,16.83,2.65
1940-05-02,63,17.2,10.3,13.7,17.8,9.0,13.3,1940-05-02T04:40,1940-05-02T19:05,51856.05,38922.98,6.20,6.20,0.00,7.0,9.9,29.9,101,16.52,2.62
1940-05-03,53,18.2,11.8,14.7,17.9,11.4,14.3,1940-05-03T04:39,1940-05-03T19:06,52021.59,6309.15,2.50,2.50,0.00,6.0,15.5,37.8,68,10.48,1.80
1940-05-04,51,18.1,10.5,14.7,17.8,10.0,14.5,1940-05-04T04:37,1940-05-04T19:07,52184.94,34765.13,0.50,0.50,0.00,5.0,9.1,18.7,44,14.87,2.49
1940-05-05,53,17.0,12.6,14.3,15.4,12.3,13.5,1940-05-05T04:36,1940-05-05T19:09,52345.93,31238.75,3.10,3.10,0.00,9.0,13.6,34.6,33,13.07,2.17
1940-05-06,53,15.0,9.4,12.3,13.4,8.5,11.1,1940-05-06T04:35,1940-05-06T19:10,52504.37,46495.42,1.50,1.50,0.00,9.0,12.3,31.0,22,14.21,2.21
1940-05-07,51,14.0,9.0,11.7,11.8,8.0,10.2,1940-05-07T04:33,1940-05-07T19:11,52660.09,8918.32,1.10,1.10,0.00,8.0,14.5,38.2,356,9.45,1.65
1940-05-08,51,15.3,9.1,12.6,13.7,7.7,10.9,1940-05-08T04:32,1940-05-08T19:12,52813.10,28327.31,0.30,0.30,0.00,3.0,20.9,43.2,17,13.49,2.27
1940-05-09,51,19.9,9.6,14.2,20.5,8.2,13.7,1940-05-09T04:31,1940-05-09T19:13,52964.59,43530.56,2.20,2.20,0.00,15.0,9.0,32.0,352,19.78,3.23
1940-05-10,53,20.1,8.7,14.7,20.9,7.6,14.6,1940-05-10T04:29,1940-05-10T19:15,53114.69,40327.29,2.00,2.00,0.00,10.0,7.4,33.8,323,18.30,3.06
1940-05-11,51,20.4,9.8,15.4,21.5,8.8,15.7,1940-05-11T04:28,1940-05-11T19:16,53263.26,45456.66,0.60,0.60,0.00,2.0,5.8,27.7,310,23.41,3.84
1940-05-12,2,17.7,9.7,14.1,16.9,8.0,12.8,1940-05-12T04:27,1940-05-12T19:17,53410.17,46913.90,0.00,0.00,0.00,0.0,14.3,32.0,32,21.12,3.35
1940-05-13,3,15.8,8.3,11.8,15.8,5.6,9.7,1940-05-13T04:26,1940-05-13T19:18,53555.26,45572.99,0.00,0.00,0.00,0.0,12.5,25.9,68,20.54,3.38
